token,gt,prob,correct,prob_bin
म,म,0.9999957084655762,True,0.9–1.0
ो,ो,0.9999980926513672,True,0.9–1.0
ज,ज,0.9999982118606567,True,0.9–1.0
ी,ी,0.9999614953994751,True,0.9–1.0
म,म,0.9999945163726807,True,0.9–1.0
्,्,0.999992847442627,True,0.9–1.0
.,.,0.9999985694885254,True,0.9–1.0
त,त,0.999998927116394,True,0.9–1.0
ा,ा,0.9999995231628418,True,0.9–1.0
ह,ह,0.9999977350234985,True,0.9–1.0
ा,ा,0.9999990463256836,True,0.9–1.0
वस,वस,0.999990701675415,True,0.9–1.0
ी,ी,0.9999903440475464,True,0.9–1.0
रह,रह,0.9999967813491821,True,0.9–1.0
्,्,0.9999979734420776,True,0.9–1.0
य,य,0.9999986886978149,True,0.9–1.0
ा,ा,0.9999979734420776,True,0.9–1.0
क,क,0.9999988079071045,True,0.9–1.0
ो,ो,0.9999972581863403,True,0.9–1.0
द,,0.9382357001304626,False,0.9–1.0
्,,0.9998010993003845,False,0.9–1.0
य,,0.9999918937683105,False,0.9–1.0
ो,ो,0.999983549118042,True,0.9–1.0
ड,ड,0.9999963045120239,True,0.9–1.0
ा,ा,0.9999992847442627,True,0.9–1.0
ज,ज,0.9999841451644897,True,0.9–1.0
ो,ो,0.9999958276748657,True,0.9–1.0
.,.,0.9999982118606567,True,0.9–1.0
व,व,0.9999963045120239,True,0.9–1.0
ा,ा,0.9999985694885254,True,0.9–1.0
ल,ल,0.9999922513961792,True,0.9–1.0
ा,ा,0.9999995231628418,True,0.9–1.0
हन,हन,0.7222564816474915,True,0.7–0.8
ा,ा,0.9999655485153198,True,0.9–1.0
म,म,0.9999985694885254,True,0.9–1.0
.,.,0.9999986886978149,True,0.9–1.0
अ,अ,0.9987819790840149,True,0.9–1.0
श,श,0.9999836683273315,True,0.9–1.0
्,्,0.9704755544662476,True,0.9–1.0
वर,वर,0.9999990463256836,True,0.9–1.0
ा,ा,0.9998687505722046,True,0.9–1.0
ज,ज,0.9999986886978149,True,0.9–1.0
ल,ल,0.9999979734420776,True,0.9–1.0
ा,ा,0.9999903440475464,True,0.9–1.0
ई,ई,0.999998927116394,True,0.9–1.0
ल,ल,0.9999958276748657,True,0.9–1.0
े,े,0.9999977350234985,True,0.9–1.0
.,.,0.9999992847442627,True,0.9–1.0
प,प,0.9038079977035522,True,0.9–1.0
ा,ा,0.9999982118606567,True,0.9–1.0
न,न,0.999997615814209,True,0.9–1.0
ि,ि,0.999997615814209,True,0.9–1.0
थ,थ,0.9999852180480957,True,0.9–1.0
ु,ु,0.9999980926513672,True,0.9–1.0
न,न,0.9999418258666992,True,0.9–1.0
ी,ी,0.9999843835830688,True,0.9–1.0
द,द,0.9999959468841553,True,0.9–1.0
ि,ि,0.9999973773956299,True,0.9–1.0
य,य,0.999996542930603,True,0.9–1.0
ो,ो,0.9999945163726807,True,0.9–1.0
.,.,0.999992847442627,True,0.9–1.0
उ,उ,0.9942797422409058,True,0.9–1.0
स,स,0.9999974966049194,True,0.9–1.0
्,,0.9999983310699463,False,0.9–1.0
व,व,0.9997051358222961,True,0.9–1.0
ष,ष,0.9999079704284668,True,0.9–1.0
त,त,0.9998425245285034,True,0.9–1.0
.,.,0.9966552257537842,True,0.9–1.0
त,त,0.9999963045120239,True,0.9–1.0
्,्,0.9999958276748657,True,0.9–1.0
य,य,0.9999961853027344,True,0.9–1.0
ो,ो,0.999993085861206,True,0.9–1.0
म,म,0.97923743724823,True,0.9–1.0
ं,ं,0.9999990463256836,True,0.9–1.0
ज,ज,0.9999796152114868,True,0.9–1.0
ु,ु,0.9999982118606567,True,0.9–1.0
पत,पत,0.9999184608459473,True,0.9–1.0
्,्,0.9999982118606567,True,0.9–1.0
तन,तन,0.999056875705719,True,0.9–1.0
स,स,0.9997344613075256,True,0.9–1.0
हर,हर,0.9999406337738037,True,0.9–1.0
व,व,0.9999922513961792,True,0.9–1.0
ा,ा,0.9999994039535522,True,0.9–1.0
स,स,0.9999984502792358,True,0.9–1.0
ी,ी,0.9999984502792358,True,0.9–1.0
भय,भय,0.9999393224716187,True,0.9–1.0
ा,ा,0.9999983310699463,True,0.9–1.0
.,.,0.9999991655349731,True,0.9–1.0
स,स,0.9999992847442627,True,0.9–1.0
ां,ां,0.9999918937683105,True,0.9–1.0
क,क,0.9999967813491821,True,0.9–1.0
ा,ा,0.9999988079071045,True,0.9–1.0
श,श,0.9999980926513672,True,0.9–1.0
्,्,0.9999985694885254,True,0.9–1.0
य,य,0.999996542930603,True,0.9–1.0
ा,ा,0.9999991655349731,True,0.9–1.0
न,न,0.9999995231628418,True,0.9–1.0
गर,गर,0.9995251893997192,True,0.9–1.0
व,व,0.9999889135360718,True,0.9–1.0
ा,ा,0.9999995231628418,True,0.9–1.0
स,स,0.9999978542327881,True,0.9–1.0
ी,ी,0.999998927116394,True,0.9–1.0
भय,भय,0.999985933303833,True,0.9–1.0
ा,ा,0.9999992847442627,True,0.9–1.0
.,.,0.9999991655349731,True,0.9–1.0
व,व,0.9999979734420776,True,0.9–1.0
ि,ि,0.9999984502792358,True,0.9–1.0
श,श,0.9999966621398926,True,0.9–1.0
ा,ा,0.9999990463256836,True,0.9–1.0
ल,ल,0.9999922513961792,True,0.9–1.0
न,न,0.9999983310699463,True,0.9–1.0
गर,गर,0.9999881982803345,True,0.9–1.0
ग,ग,0.9999980926513672,True,0.9–1.0
ो,ो,0.9999918937683105,True,0.9–1.0
प,प,0.999996542930603,True,0.9–1.0
ा,ा,0.9999985694885254,True,0.9–1.0
ल,ल,0.9999986886978149,True,0.9–1.0
ा,ा,0.9999990463256836,True,0.9–1.0
न,न,0.9999973773956299,True,0.9–1.0
ां,ां,0.9998993873596191,True,0.9–1.0
क,क,0.9999977350234985,True,0.9–1.0
्,्,0.9999985694885254,True,0.9–1.0
रम,रम,0.9999929666519165,True,0.9–1.0
े,े,0.9999873638153076,True,0.9–1.0
ण,ण,0.9999827146530151,True,0.9–1.0
र,र,0.9999864101409912,True,0.9–1.0
ा,ा,0.9999983310699463,True,0.9–1.0
ज,ज,0.9999972581863403,True,0.9–1.0
्,्,0.9999985694885254,True,0.9–1.0
य,य,0.9999966621398926,True,0.9–1.0
भ,भ,0.9999923706054688,True,0.9–1.0
ो,ो,0.9999932050704956,True,0.9–1.0
ग,ग,0.999997615814209,True,0.9–1.0
ं,ं,0.9989957213401794,True,0.9–1.0
प,प,0.999995231628418,True,0.9–1.0
्,्,0.9999992847442627,True,0.9–1.0
रस,रस,0.9999856948852539,True,0.9–1.0
ा,ा,0.999998927116394,True,0.9–1.0
स,स,0.9999982118606567,True,0.9–1.0
�,�,0.9999150037765503,True,0.9–1.0
�,�,0.9999598264694214,True,0.9–1.0
�,�,0.9999266862869263,True,0.9–1.0
�,�,0.9999920129776001,True,0.9–1.0
श,श,0.9999988079071045,True,0.9–1.0
्,्,0.9999997615814209,True,0.9–1.0
र,र,0.9999983310699463,True,0.9–1.0
ी,ी,0.9999959468841553,True,0.9–1.0
प,प,0.9999904632568359,True,0.9–1.0
श,श,0.999997615814209,True,0.9–1.0
ु,ु,0.999984860420227,True,0.9–1.0
पत,पत,0.9999980926513672,True,0.9–1.0
ि,ि,0.999998927116394,True,0.9–1.0
न,न,0.9999992847442627,True,0.9–1.0
ा,ा,0.9999966621398926,True,0.9–1.0
थ,थ,0.9999973773956299,True,0.9–1.0
क,क,0.9999977350234985,True,0.9–1.0
ो,ो,0.9997010231018066,True,0.9–1.0
अ,अ,0.9989166259765625,True,0.9–1.0
घ,घ,0.9999994039535522,True,0.9–1.0
ि,ि,0.982071578502655,True,0.9–1.0
क,क,0.9502695202827454,True,0.9–1.0
ो,ो,0.9999985694885254,True,0.9–1.0
ल,ल,0.9999977350234985,True,0.9–1.0
ि,,0.9999867677688599,False,0.9–1.0
ग,ग,0.9999961853027344,True,0.9–1.0
ा,ा,0.9999985694885254,True,0.9–1.0
क,क,0.9999994039535522,True,0.9–1.0
ा,ा,0.9992992877960205,True,0.9–1.0
रद,रद,0.9999961853027344,True,0.9–1.0
े,े,0.9999854564666748,True,0.9–1.0
व,व,0.9999967813491821,True,0.9–1.0
ा,ा,0.9999983310699463,True,0.9–1.0
ल,ल,0.9999778270721436,True,0.9–1.0
य,य,0.9967716336250305,True,0.9–1.0
भ,भ,0.9999903440475464,True,0.9–1.0
त,त,0.9841550588607788,True,0.9–1.0
्,्,0.999998927116394,True,0.9–1.0
क,क,0.9999934434890747,True,0.9–1.0
ी,ी,0.9999926090240479,True,0.9–1.0
छ,छ,0.9999969005584717,True,0.9–1.0
ो,ो,0.9999982118606567,True,0.9–1.0
प,प,0.9999970197677612,True,0.9–1.0
ी,ी,0.9999904632568359,True,0.9–1.0
रह,रह,0.9999986886978149,True,0.9–1.0
द,द,0.999998927116394,True,0.9–1.0
ा,ा,0.999994158744812,True,0.9–1.0
.,.,0.999995231628418,True,0.9–1.0
द,द,0.9999969005584717,True,0.9–1.0
्,्,0.9985211491584778,True,0.9–1.0
व,व,0.9999949932098389,True,0.9–1.0
ा,ा,0.9999985694885254,True,0.9–1.0
�,�,0.9999805688858032,True,0.9–1.0
�,�,0.9999738931655884,True,0.9–1.0
�,�,0.9999984502792358,True,0.9–1.0
�,�,0.9917463064193726,True,0.9–1.0
न,न,0.9999973773956299,True,0.9–1.0
ं,ं,0.9999992847442627,True,0.9–1.0
.,.,0.9999980926513672,True,0.9–1.0
�,�,0.9999969005584717,True,0.9–1.0
��,��,0.9999805688858032,True,0.9–1.0
�,�,0.7194164991378784,True,0.7–0.8
ध,ध,0.9999879598617554,True,0.9–1.0
न,न,0.9999768733978271,True,0.9–1.0
्,्,0.9999978542327881,True,0.9–1.0
यत,यत,0.9965347051620483,True,0.9–1.0
े,े,0.9999918937683105,True,0.9–1.0
र,र,0.9999994039535522,True,0.9–1.0
ा,ा,0.9999994039535522,True,0.9–1.0
प,प,0.9999984502792358,True,0.9–1.0
ु,ु,0.9999994039535522,True,0.9–1.0
र,र,0.9999997615814209,True,0.9–1.0
ू,,0.9958229064941406,False,0.9–1.0
ष,ष,0.9999924898147583,True,0.9–1.0
ा,ा,0.9999985694885254,True,0.9–1.0
र,र,0.9999982118606567,True,0.9–1.0
्,्,0.9999982118606567,True,0.9–1.0
थ,थ,0.9999873638153076,True,0.9–1.0
ज,ज,0.9999961853027344,True,0.9–1.0
स,स,0.9999967813491821,True,0.9–1.0
्,्,0.999998927116394,True,0.9–1.0
त,त,0.9999984502792358,True,0.9–1.0
ो,ो,0.9999969005584717,True,0.9–1.0
म,म,0.9999638795852661,True,0.9–1.0
ै,ै,0.9999924898147583,True,0.9–1.0
ल,ल,0.9999986886978149,True,0.9–1.0
े,े,0.9999916553497314,True,0.9–1.0
भन,भन,0.9999923706054688,True,0.9–1.0
्,्,0.9999979734420776,True,0.9–1.0
य,य,0.9999806880950928,True,0.9–1.0
ा,ा,0.9999986886978149,True,0.9–1.0
.,.,0.9999973773956299,True,0.9–1.0
तस,तस,0.9999849796295166,True,0.9–1.0
्,्,0.9999973773956299,True,0.9–1.0
त,त,0.9999922513961792,True,0.9–1.0
ै,ै,0.9999954700469971,True,0.9–1.0
ज,ज,0.999997615814209,True,0.9–1.0
ं,ं,0.9999837875366211,True,0.9–1.0
त,त,0.9999903440475464,True,0.9–1.0
्,्,0.9999988079071045,True,0.9–1.0
र,र,0.9999994039535522,True,0.9–1.0
ा,ा,0.9999990463256836,True,0.9–1.0
क,क,0.9999970197677612,True,0.9–1.0
ा,ा,0.9999994039535522,True,0.9–1.0
रल,रल,0.9999657869338989,True,0.9–1.0
े,े,0.9999992847442627,True,0.9–1.0
.,.,0.9999990463256836,True,0.9–1.0
व,व,0.9999973773956299,True,0.9–1.0
ौ,ौ,0.999909520149231,True,0.9–1.0
द,द,0.9999978542327881,True,0.9–1.0
्,्,0.9999990463256836,True,0.9–1.0
ध,ध,0.9999986886978149,True,0.9–1.0
मन,मन,0.9999580383300781,True,0.9–1.0
्,्,0.9999980926513672,True,0.9–1.0
द,द,0.9999991655349731,True,0.9–1.0
ि,ि,0.9999988079071045,True,0.9–1.0
रत,रत,0.9966803789138794,True,0.9–1.0
य,य,0.9999966621398926,True,0.9–1.0
ा,ा,0.9999985694885254,True,0.9–1.0
र,र,0.9999991655349731,True,0.9–1.0
गर,गर,0.9999951124191284,True,0.9–1.0
ी,ी,0.9999990463256836,True,0.9–1.0
इ,इ,0.9999871253967285,True,0.9–1.0
ह,ह,0.999998927116394,True,0.9–1.0
ा,ा,0.999998927116394,True,0.9–1.0
आ,आ,0.9999914169311523,True,0.9–1.0
ई,ई,0.9999977350234985,True,0.9–1.0
स,स,0.9999513626098633,True,0.9–1.0
्,्,0.9999973773956299,True,0.9–1.0
.,.,0.9998706579208374,True,0.9–1.0
अ,अ,0.9999905824661255,True,0.9–1.0
वत,वत,0.9999833106994629,True,0.9–1.0
े,े,0.9999969005584717,True,0.9–1.0
�,,0.8273729085922241,False,0.8–0.9
�,,0.996852457523346,False,0.9–1.0
ग,ग,0.9997803568840027,True,0.9–1.0
मह,मह,0.999588668346405,True,0.9–1.0
ा,ा,0.9979739785194397,True,0.9–1.0
क,क,0.9999980926513672,True,0.9–1.0
ा,ा,0.9999797344207764,True,0.9–1.0
ल,ल,0.9999969005584717,True,0.9–1.0
ी,ी,0.9999840259552002,True,0.9–1.0
प,प,0.9999985694885254,True,0.9–1.0
ू,ू,0.999984860420227,True,0.9–1.0
र,र,0.9999994039535522,True,0.9–1.0
्,्,0.9999990463256836,True,0.9–1.0
व,व,0.9999715089797974,True,0.9–1.0
म,म,0.9999752044677734,True,0.9–1.0
े,े,0.9999860525131226,True,0.9–1.0
च,च,0.9999738931655884,True,0.9–1.0
ी,ी,0.999954342842102,True,0.9–1.0
प,प,0.9996299743652344,True,0.9–1.0
श,श,0.9999581575393677,True,0.9–1.0
्,्,0.9999954700469971,True,0.9–1.0
त,,0.8542249798774719,False,0.8–0.9
ि,ि,0.9944550395011902,True,0.9–1.0
म,म,0.9992491602897644,True,0.9–1.0
भय,,0.6701045036315918,False,0.6–0.7
ा,ा,0.999935507774353,True,0.9–1.0
ह,ह,0.9999055862426758,True,0.9–1.0
ा,ा,0.9999836683273315,True,0.9–1.0
उ,,0.7590696215629578,False,0.7–0.8
ज,ज,0.9999914169311523,True,0.9–1.0
ग,ग,0.9999977350234985,True,0.9–1.0
ा,ा,0.9999986886978149,True,0.9–1.0
ज,ज,0.9999973773956299,True,0.9–1.0
ग,ग,0.999995231628418,True,0.9–1.0
ा,ा,0.9999967813491821,True,0.9–1.0
क,क,0.9999978542327881,True,0.9–1.0
ा,ा,0.9999986886978149,True,0.9–1.0
ई,ई,0.9999817609786987,True,0.9–1.0
ज,ज,0.9999783039093018,True,0.9–1.0
ा,ा,0.9999994039535522,True,0.9–1.0
ग,,0.9974275231361389,False,0.9–1.0
द,द,0.9999812841415405,True,0.9–1.0
ा,ा,0.9999970197677612,True,0.9–1.0
रत,रत,0.9727041125297546,True,0.9–1.0
ह,ह,0.9999245405197144,True,0.9–1.0
स,स,0.9999924898147583,True,0.9–1.0
ी,ी,0.9999971389770508,True,0.9–1.0
ल,ल,0.9999905824661255,True,0.9–1.0
्,्,0.9998494386672974,True,0.9–1.0
द,द,0.9999988079071045,True,0.9–1.0
ा,ा,0.9999978542327881,True,0.9–1.0
र,र,0.9999841451644897,True,0.9–1.0
ग,ग,0.999980092048645,True,0.9–1.0
ु,ु,0.9999983310699463,True,0.9–1.0
र,र,0.9999996423721313,True,0.9–1.0
ू,ू,0.9999905824661255,True,0.9–1.0
ः,ः,0.9999809265136719,True,0.9–1.0
