page,image_path,ground_truth,prediction,raw_cer,fuzzy_corrected,fuzzy_cer,best_correction,best_cer
17,data/oldNepaliDataset_new/images/17/eSc_line_11d74d1c.png,पुत्रमध्ये1पुत्रवलकेतुलाई.कांचीनगरकाराज्याभिषेकदी.आफु.पुत्रहरू.मंत्रीहरू.साथगरीनेपालक्षेत्रमाआ-,पुत्रमध्ये1पुत्रवलकेतुलाई.काचीनगरकाराज्याभिषेकदी.आफु.पुत्रहरू.मंत्रीहरू.साधगरीनेपालक्षेत्रमाआ-,0.0210526324808597,पुत्रमध्ये1पुत्रवलकेतुलाई.काचीनगरकाराज्याभिषेकदी.आफु.पुत्रहरू.मंत्रीहरू.साधगरीनेपालक्षेत्रमाआ-,0.021052632480859756,पुत्रमध्ये1पुत्रवलकेतुलाई.काचीनगरकाराज्याभिषेकदी.आफु.पुत्रहरू.मंत्रीहरू.साधगरीनेपालक्षेत्रमाआ-,0.021052632480859756
DNA_0001_0177,data/oldNepaliDataset_new/images/DNA_0001_0177/eSc_line_6c1d8a6a.png,इफुर्सतछैनभनिदर्वार.गर्दैनन्.आजकालपुर्वपच्छिमतिरकोगडवडहुनाले.कामलेफुर्सत्,छ.फुर्सतछैनभनिदर्वारगर्दैनन्.आजकालपुर्वपछिलातिरकोगडवडहुनाले.काम्लेफुईत्,0.1506849378347396,छ.फुर्सतछैनभनिदर्वारगर्दैनन्.आजकालपुर्वपछिलातिरकोगडवडहुनाले.काम्लेफुईत्,0.15068493783473969,छ.फुर्सतछैनभनिदर्वारगर्दैनन्.आजकालपुर्वपछिलातिरकोगडवडहुनाले.काम्लेफुईत्,0.15068493783473969
DNA_0001_0368,data/oldNepaliDataset_new/images/DNA_0001_0368/eSc_line_5c99f60f.png,निनाजिरलाइनिकालिदिसीवानादवायाभन्न्याकौसल्मालेष्याकाचिठि,निनाजिरलाइनिकालिदिसीवानादवायाभन्न्याकौसल्मालेष्याकाचिठि,0.0,निनाजिरलाइनिकालिदिसीवानादवायाभन्न्याकौसल्मालेष्याकाचिठि,0.0,निनाजिरलाइनिकालिदिसीवानादवायाभन्न्याकौसल्मालेष्याकाचिठि,0.0
DNA_2_00000293_result,data/oldNepaliDataset_new/images/DNA_2_00000293_result/eSc_line_92c07d09.png,जानअजानकुसूरमाफहोवे।सं1895माघसु14रोज2मुकामदिल्लीशु,जानआजानकुसूरमाफहोवे।सं1895माघसु14रोज2मुकामदिछीनु.,0.1199999973177909,जानआजानकुसूरमाफहोवे।सं1895माघसु14रोज2मुकामदिछीनु.,0.11999999731779099,जानआजानकुसूरमाफहोवे।सं1895माघसु14रोज2मुकामदिछीनु.,0.11999999731779099
DNA_2_00000394_result,data/oldNepaliDataset_new/images/DNA_2_00000394_result/eSc_line_b9d14a46.png,स्याकोछ.तसले.राजगीकाषेतावकोजिकरसदरमागर्याको,स्याकोछ.तसले.राजगीकाषेतावकोजिकरसदरमा.गर्याको,0.0232558138668537,स्याकोछ.तसले.राजगीकाषेतावकोजिकरसदरमा.गर्याको,0.023255813866853714,स्याकोछ.तसले.राजगीकाषेतावकोजिकरसदरमा.गर्याको,0.023255813866853714
CA__The Cambridge Manuscript_Page_005,data/oldNepaliDataset_new/images/CA__The Cambridge Manuscript_Page_005/eSc_line_1ebe3bd9.png,छन्भनि.साछिलेवकाउदा.कामधेनुले.मुखवाटभन्याहोभनिदिया.पुछारवाटभन्या.होइन2भनिसंकेतवता,छन्भनिसाछिलेवकाउदा.कामधेनुले.मुखवाटभून्याहोभनिदियापुंछारवाटभन्या.होईन2भनिसकेतवता,0.0740740746259689,छन्भनिसाछिलेवकाउदा.कामधेनुले.मुखवाटभून्याहोभनिदियापुंछारवाटभन्या.होईन2भनिसकेतवता,0.07407407462596893,छन्भनिसाछिलेवकाउदा.कामधेनुले.मुखवाटभून्याहोभनिदियापुंछारवाटभन्या.होईन2भनिसकेतवता,0.07407407462596893
DNA_0012_0007,data/oldNepaliDataset_new/images/DNA_0012_0007/eSc_line_a778f6ca.png,27सालमीतीचैत्रवदीरोजशुभम्,37सालमीतीचैत्रवदी.रोजशुभ्म्,0.1199999973177909,37सालमीतीचैत्रवदी.रोजशुभ्म्,0.11999999731779099,37सालमीतीचैत्रवदी.रोजशुभ्म्,0.11999999731779099
DNA_0014_0135,data/oldNepaliDataset_new/images/DNA_0014_0135/eSc_line_2b9280c5.png,तिवैसाषसुदि10रोज4शुभम्म्ं,तिवैसाषसुदि10रोज4शुभम्मं,0.0399999991059303,तिवैसाषसुदि10रोज4शुभम्मं,0.03999999910593033,तिवैसाषसुदि10रोज4शुभम्मं,0.03999999910593033
DNA_0013_0333,data/oldNepaliDataset_new/images/DNA_0013_0333/eSc_line_9639b3e6.png,विजयीनाम्,विजयिनाम्,0.1111111119389534,विजयिनाम्,0.1111111119389534,विजयिनाम्,0.1111111119389534
DNA_0013_0427,data/oldNepaliDataset_new/images/DNA_0013_0427/eSc_line_77d70d7a.png,रिऔहड्फोरा.जातक्मारारअरुविराउमाफि,रि.औहइफोरा.जातक्माणराअरुविणउमाफि,0.2121212184429168,रि.औहइफोरा.जातक्माणराअरुविणउमाफि,0.21212121844291687,रि.औहइफोरा.जातक्माणराअरुविणउमाफि,0.21212121844291687
CA__The Cambridge Manuscript_Page_002,data/oldNepaliDataset_new/images/CA__The Cambridge Manuscript_Page_002/eSc_line_74663f7f.png,रूमंजुश्रीकाभावगर्नानिमित्त.स्वायंभूज्योतीरूपकासमीप.लयनाकारगरी.माघशुदिपंचमीकोदिन.मंजु,रूमजुश्रीकाभावगर्नानिमित्त.स्वायंभूज्योतीरूपकासमीप.लयनाकारगरी.माघशुदिपंचमीकोदिन.मंजु,0.0117647061124444,रूमजुश्रीकाभावगर्नानिमित्त.स्वायंभूज्योतीरूपकासमीप.लयनाकारगरी.माघशुदिपंचमीकोदिन.मंजु,0.0117647061124444,रूमजुश्रीकाभावगर्नानिमित्त.स्वायंभूज्योतीरूपकासमीप.लयनाकारगरी.माघशुदिपंचमीकोदिन.मंजु,0.0117647061124444
DNA_2_00000394_result,data/oldNepaliDataset_new/images/DNA_2_00000394_result/eSc_line_9ebbb060.png,183,183,0.0,183,0.0,183,0.0
DNA_1_00000523,data/oldNepaliDataset_new/images/DNA_1_00000523/eSc_line_a3f13c31.png,सेवकलोकरमणोपाध्यायकोवेदो,सेपकलोकरभणौपाध्यायकोवेरा,0.2083333283662796,सेपकलोकरभणौपाध्यायकोवेरा,0.2083333283662796,सेपकलोकरभणौपाध्यायकोवेरा,0.2083333283662796
DNA_1_00000404,data/oldNepaliDataset_new/images/DNA_1_00000404/eSc_line_5fca7675.png,जाहेरहोलाश्रावणवदि6रोज6कादिनवुझनभनिअंरेजहरूकाहाजादाजिमिसप्रेन्सिप्साहव,जाहरहालाआवापछि6रोज6कादिनवुभनिअरैनहरूकाहाजादाजिमिसप्रेन्सिपसाहव,0.2142857164144516,जाहरहालाआवापछि6रोज6कादिनवुभनिअरैनहरूकाहाजादाजिमिसप्रेन्सिपसाहव,0.2142857164144516,जाहरहालाआवापछि6रोज6कादिनवुभनिअरैनहरूकाहाजादाजिमिसप्रेन्सिपसाहव,0.2142857164144516
DNA_0001_0368,data/oldNepaliDataset_new/images/DNA_0001_0368/eSc_line_42345ed2.png,ह्राईपठाउला.महाराजारन्जितसिंहर.लार्डअकलन्दकामुलाकातकावञान,ह्राईपठाउला.महाराजारन्जितसिंहर.लार्डअकलन्दकामुलाकातकावञान,0.0,ह्राईपठाउला.महाराजारन्जितसिंहर.लार्डअकलन्दकामुलाकातकावञान,0.0,ह्राईपठाउला.महाराजारन्जितसिंहर.लार्डअकलन्दकामुलाकातकावञान,0.0
19,data/oldNepaliDataset_new/images/19/eSc_line_47551c37.png,पठायामतावुझ्दैन.फेरीह्रदगरीदिउंलाभनि.रीसले.फेरीजलामयगरीदिउंलाभनि.त्योकुलि.,पठायामतावुझैन.फेरीह्रदगरीदिउंलाभनि.रीसले.फेरीजलामयगरीदिउलाभनि.त्योकुलि,0.0540540553629398,पठायामतावुझैन.फेरीह्रदगरीदिउंलाभनि.रीसले.फेरीजलामयगरीदिउलाभनि.त्योकुलि,0.054054055362939835,पठायामतावुझैन.फेरीह्रदगरीदिउंलाभनि.रीसले.फेरीजलामयगरीदिउलाभनि.त्योकुलि,0.054054055362939835
CA__The Cambridge Manuscript_Page_007,data/oldNepaliDataset_new/images/CA__The Cambridge Manuscript_Page_007/eSc_line_a6ee55f3.png,यठुलोचैत्ययथाविधिसितवनाई.तहीश्रीस्वयंभूकास्थानमा.वसुपुर.अग्निपुर.वायुपुर.नागपु,यवुलोचैत्ययथाविधिसितवनाई.तहीश्रीस्वयंभूकास्थानमा.वसुपुर.अग्निपुर.वायुपुर.नागपु,0.0128205129876732,यवुलोचैत्ययथाविधिसितवनाई.तहीश्रीस्वयंभूकास्थानमा.वसुपुर.अग्निपुर.वायुपुर.नागपु,0.012820512987673283,यवुलोचैत्ययथाविधिसितवनाई.तहीश्रीस्वयंभूकास्थानमा.वसुपुर.अग्निपुर.वायुपुर.नागपु,0.012820512987673283
CA__The Cambridge Manuscript_Page_002,data/oldNepaliDataset_new/images/CA__The Cambridge Manuscript_Page_002/eSc_line_8deaec2b.png,तवदहनभनिनामचल्या.औ.मेषसंक्रांतिकादिन.त्योदहनमा.लोकहरूस्नानगर्नजाछन्.औ.कार्तिकपूर्णि,तवदहनभनिनामचल्या.औ.मेषसंक्रांतिकादिन.त्योदहनमा.लोकहरूस्नानगर्नजाछन्.औ.कार्तिकपूर्णि,0.0,तवदहनभनिनामचल्या.औ.मेषसंक्रांतिकादिन.त्योदहनमा.लोकहरूस्नानगर्नजाछन्.औ.कार्तिकपूर्णि,0.0,तवदहनभनिनामचल्या.औ.मेषसंक्रांतिकादिन.त्योदहनमा.लोकहरूस्नानगर्नजाछन्.औ.कार्तिकपूर्णि,0.0
CA__The Cambridge Manuscript_Page_001,data/oldNepaliDataset_new/images/CA__The Cambridge Manuscript_Page_001/eSc_line_45d04ded.png,क्रमसितउत्पत्तिगरीराष्याका.सुमेरूमध्येरह्याका.हिमालयपर्वतकोदक्षिणपादमारह्याको1षादल.जोछ,क्रमसितउत्पत्तिगरीराष्याका.सुमेरूमध्येरह्याका.हिमालयपर्वतकोदक्षिणपादमारत्याको1षादल.जोछ,0.0116279069334268,क्रमसितउत्पत्तिगरीराष्याका.सुमेरूमध्येरह्याका.हिमालयपर्वतकोदक्षिणपादमारत्याको1षादल.जोछ,0.011627906933426857,क्रमसितउत्पत्तिगरीराष्याका.सुमेरूमध्येरह्याका.हिमालयपर्वतकोदक्षिणपादमारत्याको1षादल.जोछ,0.011627906933426857
DNA_2_00000327_result,data/oldNepaliDataset_new/images/DNA_2_00000327_result/eSc_line_4202ed15.png,कासामिल्गराइ.यमदिग्वर्त्तितिरवढाइ.निस्कंटक्गर्नालाइहो.ऐल्हेषुल्याकोछैनजैल्हेषुलासागरी,कालामिल्गिरार.यमदिग्वर्तितिरवंछाइ.निस्कंटकार्नालाइहो.पेह्रैमेल्याकोछैत.जैलुलासागरी,0.2588235437870025,कालामिल्गिरार.यमदिग्वर्तितिरवंछाइ.निस्कंटकार्नालाइहो.पेह्रैमेल्याकोछैत.जैलुलासागरी,0.25882354378700256,कालामिल्गिरार.यमदिग्वर्तितिरवंछाइ.निस्कंटकार्नालाइहो.पेह्रैमेल्याकोछैत.जैलुलासागरी,0.25882354378700256
DNA_1_00000316,data/oldNepaliDataset_new/images/DNA_1_00000316/eSc_line_17f7159e.png,चरणकोक्षेमकुसल्रसिक्षार्तिलेषिआऊदैरह्यावढियाहोला,चरणकोक्षेमकुसल्रसिक्षातिलेषिआऊदैरह्यावढियाहोला,0.0416666679084301,चरणकोक्षेमकुसल्रसिक्षातिलेषिआऊदैरह्यावढियाहोला,0.0416666679084301,चरणकोक्षेमकुसल्रसिक्षातिलेषिआऊदैरह्यावढियाहोला,0.0416666679084301
DNA_2_00000293_result,data/oldNepaliDataset_new/images/DNA_2_00000293_result/eSc_line_ad28e347.png,सीबीहै।जो,सीबीहै।जो,0.0,सीबीहै।जो,0.0,सीबीहै।जो,0.0
18,data/oldNepaliDataset_new/images/18/eSc_line_81ee429b.png,हगरीदेउभनिभंदा.कर्कोटकनागले.आफ्नापरियारसवैमिलीगै.त्योदानासुरले.गुप्तसितगाडीरा,हगरीदेउभनिभंदा.कर्कोटकनागले.आफ्नापरियारसवैमिलीगै.त्योदानासुरले.गुप्तसितगाहीरा,0.0129870129749178,हगरीदेउभनिभंदा.कर्कोटकनागले.आफ्नापरियारसवैमिलीगै.त्योदानासुरले.गुप्तसितगाहीरा,0.012987012974917889,हगरीदेउभनिभंदा.कर्कोटकनागले.आफ्नापरियारसवैमिलीगै.त्योदानासुरले.गुप्तसितगाहीरा,0.012987012974917889
DNA_2_00000051_result,data/oldNepaliDataset_new/images/DNA_2_00000051_result/eSc_line_37360de7.png,न्32तुरूक्सवार8हजारतोप4हजारहिन्दुलेगाईमार्न्याः,न्32तुरुक्सवार8हजारतोप4हजारहिन्दुलेगाईमार्न्या.,0.0425531901419162,न्32तुरुक्सवार8हजारतोप4हजारहिन्दुलेगाईमार्न्या.,0.042553190141916275,न्32तुरुक्सवार8हजारतोप4हजारहिन्दुलेगाईमार्न्या.,0.042553190141916275
DNA_0014_0296 zuschn,data/oldNepaliDataset_new/images/DNA_0014_0296 zuschn/eSc_line_d504cbea.png,आनादस्तुरलिनु.साजविहानषानदिनु.जोगिकाषत्.छित्.दंडकुं,आनादस्तुरलिनु.साजविहानषानदिनु.जोगिकाषत्.छित्.दंडकुं,0.0,आनादस्तुरलिनु.साजविहानषानदिनु.जोगिकाषत्.छित्.दंडकुं,0.0,आनादस्तुरलिनु.साजविहानषानदिनु.जोगिकाषत्.छित्.दंडकुं,0.0
DNA_2_00000293_result,data/oldNepaliDataset_new/images/DNA_2_00000293_result/eSc_line_01d214d4.png,उद्दारकर्नेको,उक्रारकर्जेको,0.2307692319154739,उक्रारकर्जेको,0.23076923191547394,उक्रारकर्जेको,0.23076923191547394
DNA_0012_0007,data/oldNepaliDataset_new/images/DNA_0012_0007/eSc_line_2bb222f4.png,नले.वालादास्फेलापर्याकादीनज्मानवन्दीलेषाइतल्सींवोटी3हजा,नलेवालादास्फेलापर्याकादीनज्मानवल्दीलेषाइतल्सीवोटी3हजा,0.0545454546809196,नलेवालादास्फेलापर्याकादीनज्मानवल्दीलेषाइतल्सीवोटी3हजा,0.05454545468091965,नलेवालादास्फेलापर्याकादीनज्मानवल्दीलेषाइतल्सीवोटी3हजा,0.05454545468091965
DNA_0003_0551,data/oldNepaliDataset_new/images/DNA_0003_0551/eSc_line_4b93ed68.png,किसूहिन्दूनेमारकरउसकाखूनअपनेदेवतापरछिडकाउसपर,किस्हिन्दूनेमारकरउसकारवूनअपनेदेवतापरछिडकाउसपुर,0.0909090936183929,किस्हिन्दूनेमारकरउसकारवूनअपनेदेवतापरछिडकाउसपुर,0.09090909361839294,किस्हिन्दूनेमारकरउसकारवूनअपनेदेवतापरछिडकाउसपुर,0.09090909361839294
16,data/oldNepaliDataset_new/images/16/eSc_line_51315b16.png,समर्थभै.मालाछाडीगयोर.एकाठाउमाएकजनापुरूषले.सुईकारासराषी.1/1सुईली.सुईले.केरीरूषढालनु-,उद्धभै.मालाछाडीगयोर.एकाठाउमाएकजनापुरूषले.सुईकारासराषी.15सुईली.सुईले.केरीरूपढालनु-,0.0843373462557792,उद्धभै.मालाछाडीगयोर.एकाठाउमाएकजनापुरूषले.सुईकारासराषी.15सुईली.सुईले.केरीरूपढालनु-,0.08433734625577927,उद्धभै.मालाछाडीगयोर.एकाठाउमाएकजनापुरूषले.सुईकारासराषी.15सुईली.सुईले.केरीरूपढालनु-,0.08433734625577927
CA__The Cambridge Manuscript_Page_022,data/oldNepaliDataset_new/images/CA__The Cambridge Manuscript_Page_022/eSc_line_5d491389.png,जाईकन.देवीषुसीगराई.दिनप्रतिढेरैद्रव्यमागील्याई.भिक्षुव्राह्मणजाचकगरीवहरूकन.नित्यदानगरीर,जाईकन.देवीषुसीगराई.दिनप्रतिठेरैद्रव्यमागील्याई.भिक्षुव्राह्मणजाचकगरीवहरूकन.नित्यदानगरी2,0.0229885056614875,जाईकन.देवीषुसीगराई.दिनप्रतिठेरैद्रव्यमागील्याई.भिक्षुव्राह्मणजाचकगरीवहरूकन.नित्यदानगरी2,0.02298850566148758,जाईकन.देवीषुसीगराई.दिनप्रतिठेरैद्रव्यमागील्याई.भिक्षुव्राह्मणजाचकगरीवहरूकन.नित्यदानगरी2,0.02298850566148758
19,data/oldNepaliDataset_new/images/19/eSc_line_472f1895.png,श्रीस्वयंभूका.पूजाभाववढाउनानिमित्त.मंजुश्रीलेजलशोषगरी.वस्तिवनाइ.राष्याकोकीर्त्ति.तिकुलि,श्रीस्वयंभूका.पूजाभाववढाउनानिमित्त.मंजुश्रीलेजलशोषगरी.वस्तिवनाई.राष्याकोकीर्त्ति.तिवुलि,0.0229885056614875,श्रीस्वयंभूका.पूजाभाववढाउनानिमित्त.मंजुश्रीलेजलशोषगरी.वस्तिवनाई.राष्याकोकीर्त्ति.तिवुलि,0.02298850566148758,श्रीस्वयंभूका.पूजाभाववढाउनानिमित्त.मंजुश्रीलेजलशोषगरी.वस्तिवनाई.राष्याकोकीर्त्ति.तिवुलि,0.02298850566148758
15,data/oldNepaliDataset_new/images/15/eSc_line_a78442b1.png,कर्ममा.आफ्नामहतारीसंगभोगगर्नपर्न्याछभंन्या.जन्मपत्रिकामारहेछर12वर्षभयादेषीन्.वैराग्यभैफिरेछर.मह,कर्ममा.आफ्नामहनारीसंगभोगगर्नपर्याछभंन्या.जन्मपत्रिकामारहेछर12वर्षभयादेषीन्चैराग्यभैफिरेछर.मह,0.0526315793395042,कर्ममा.आफ्नामहनारीसंगभोगगर्नपर्याछभंन्या.जन्मपत्रिकामारहेछर12वर्षभयादेषीन्चैराग्यभैफिरेछर.मह,0.05263157933950424,कर्ममा.आफ्नामहनारीसंगभोगगर्नपर्याछभंन्या.जन्मपत्रिकामारहेछर12वर्षभयादेषीन्चैराग्यभैफिरेछर.मह,0.05263157933950424
DNA_1_00000137,data/oldNepaliDataset_new/images/DNA_1_00000137/eSc_line_926ba090.png,वस्नुजोआज्ञाआउछसोगरूलाजानाजानमाफविंति.ईतिसम्वत्1893सालमि,वद्मुजोआज्ञाआउछसोराफलाजानाजानमाफ्विंतिईतिसम्वत्1893सार्लाम,0.1964285671710968,वद्मुजोआज्ञाआउछसोराफलाजानाजानमाफ्विंतिईतिसम्वत्1893सार्लाम,0.1964285671710968,वद्मुजोआज्ञाआउछसोराफलाजानाजानमाफ्विंतिईतिसम्वत्1893सार्लाम,0.1964285671710968
CA__The Cambridge Manuscript_Page_003,data/oldNepaliDataset_new/images/CA__The Cambridge Manuscript_Page_003/eSc_line_548511ba.png,दा.गुणध्वजनामगरियाकाव्राह्मणर.अभयंददनामगरियाकाक्षत्रियगैह्र2जातकाशिष्यहरू7सय,दा.गुणध्वजनामगरियाकाव्राह्मणर.अभयंददनामगरियाकाक्षत्रियगैह्र2जातकाशिष्यहरू7सय,0.0,दा.गुणध्वजनामगरियाकाव्राह्मणर.अभयंददनामगरियाकाक्षत्रियगैह्र2जातकाशिष्यहरू7सय,0.0,दा.गुणध्वजनामगरियाकाव्राह्मणर.अभयंददनामगरियाकाक्षत्रियगैह्र2जातकाशिष्यहरू7सय,0.0
DNA_0012_0007,data/oldNepaliDataset_new/images/DNA_0012_0007/eSc_line_95b0a509.png,ञीहुनुभनीजितापत्रकोरुक्कादस्षत्गरिवक्स्यौँभंन्यावेहोराको23सा,ञीहुनुभनीजितापत्रकोसुक्कादस्षत्गरिवक्स्यौंभंन्यावैहोराको23सा,0.050000000745058,ञीहुनुभनीजितापत्रकोसुक्कादस्षत्गरिवक्स्यौंभंन्यावैहोराको23सा,0.05000000074505806,ञीहुनुभनीजितापत्रकोसुक्कादस्षत्गरिवक्स्यौंभंन्यावैहोराको23सा,0.05000000074505806
DNA_1_00000496,data/oldNepaliDataset_new/images/DNA_1_00000496/eSc_line_a3cdbad2.png,केहीपायाको,केहीपायाको,0.0,केहीपायाको,0.0,केहीपायाको,0.0
DNA_2_00000126_result,data/oldNepaliDataset_new/images/DNA_2_00000126_result/eSc_line_587691d8.png,पषानाकोकर्नेल्गौनसाहेवलाइषुतम्भयेछ.साजव्येहानमाजा,पषानाकोकर्नेल्गौनसाहेवलोइषुतम्भयेछ.साजव्येहानमाजा,0.0204081628471612,पषानाकोकर्नेल्गौनसाहेवलोइषुतम्भयेछ.साजव्येहानमाजा,0.020408162847161293,पषानाकोकर्नेल्गौनसाहेवलोइषुतम्भयेछ.साजव्येहानमाजा,0.020408162847161293
